Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,62,234.303491,3.853748
BAKON_002,293,206.306233,0.632873
BAKON_003,301,212.850874,0.619902
BAKON_004,300,211.631212,0.620677
BAKON_005,303,269.560352,0.694684
BAKON_006,20,53.01762,3.800711
BAKON_007,300,422.940235,1.059691
BAKON_008,302,426.303404,1.05494
BAKON_009,294,169.978034,0.522263
BAKON_010,19,61.562914,4.659926
BAKON_011,59,88.450024,1.715801
BAKON_610,59,183.147166,3.150905
BAKON_563,58,122.109156,2.295041
BAKON_562,56,97.171753,1.90666
BAKON_550,55,97.076566,1.879871
BAKON_532,69,282.511868,4.169998
BAKON_518,67,127.040848,2.038355
BAKON_513,66,114.212549,1.867752
BAKON_511,66,116.475898,1.904743
BAKON_505,63,102.186457,1.771071
BAKON_491,60,213.427371,3.331714
BAKON_476,61,250.183467,3.620381
BAKON_472,63,296.54455,3.994603
BAKON_459,51,71.123432,1.417549
BAKON_441,53,146.38865,2.842547
BAKON_431,54,220.887753,3.899257
BAKON_411,55,110.675819,2.215828
BAKON_391,63,236.310656,3.802414
BAKON_385,64,237.837158,3.461274
BAKON_384,56,83.706675,1.539762
BAKON_375,60,165.959548,2.68648
BAKON_368,51,80.618053,1.791177
BAKON_362,52,121.349333,2.568629
BAKON_357,51,42.853947,0.971686
BAKON_311,63,326.778848,3.85798
BAKON_310,62,259.39206,3.656412
BAKON_289,55,376.776377,6.128452
BAKON_271,60,318.901334,5.30397
BAKON_255,58,221.698311,3.888414
BAKON_233,55,131.390872,2.515872
BAKON_231,55,131.390872,2.515872
BAKON_230,54,98.919102,2.022503
BAKON_209,65,803.08136,7.775388
BAKON_184,65,451.859011,5.85854
BAKON_175,53,28.791126,0.637916
BAKON_171,59,197.801292,3.13987
BAKON_152,63,262.75193,3.913042
BAKON_151,62,249.303895,3.785203
BAKON_143,59,167.733819,2.740784
BAKON_138,61,251.918648,3.553615
BAKON_135,58,153.864884,2.589231
BAKON_122,61,199.331481,3.276591
BAKON_118,50,8.433582,0.200664
BAKON_115,50,8.433582,0.200664
BAKON_100,54,105.864476,1.970696
BAKON_095,61,240.429144,3.519626
BAKON_094,61,243.879141,3.57034
BAKON_074,59,236.857849,3.026431
BAKON_072,59,396.7396,4.852584
BAKON_012,297,34.743592,0.116402
BAKON_039,213,106.914306,0.58346
BAKON_521,300,67.9156,0.217089
BAKON_183,298,110.839462,0.33753
BAKON_465,302,285.342382,0.680598
BAKON_127,307,549.006438,1.311829
BAKON_256,300,463.65167,1.229924
BAKON_022,301,212.597348,0.596305
BAKON_487,302,279.519821,0.759204
BAKON_473,302,323.652563,0.873601
BAKON_239,303,635.089851,1.433895
BAKON_373,302,498.834566,1.188568
BAKON_537,300,172.681258,0.494236
BAKON_442,297,491.943348,1.370317
BAKON_248,301,270.350816,0.777115
BAKON_348,301,814.154771,1.683356
BAKON_554,305,395.777134,1.016788
BAKON_250,302,284.813169,0.825507
BAKON_570,304,1152.894003,2.381303
BAKON_057,300,527.200072,1.382789
BAKON_204,305,852.680729,1.949509
BAKON_379,301,214.990348,0.609579
BAKON_359,299,192.929045,0.608845
BAKON_113,296,1.233605,0.004217
BAKON_545,297,3.411534,0.011515
BAKON_085,306,707.966563,1.62582
BAKON_392,301,213.110334,0.627336
BAKON_220,296,72.405397,0.242752
BAKON_584,302,507.26218,1.129439
BAKON_141,298,88.01874,0.276762
BAKON_489,300,236.875266,0.658715
BAKON_399,301,143.079555,0.435435
BAKON_199,306,857.789396,1.919041
