Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,294,39.575903,0.132953
BAKON_080,214,346.506284,1.48456
BAKON_104,297,212.189809,0.661313
BAKON_553,296,273.866491,0.730437
BAKON_443,300,722.603092,1.72243
BAKON_377,298,268.819987,0.763173
BAKON_292,294,373.670414,1.20741
BAKON_300,294,161.801161,0.52227
BAKON_462,295,131.851294,0.407954
BAKON_040,298,158.446367,0.477599
BAKON_266,298,172.567929,0.506874
BAKON_295,293,2.956553,0.010121
BAKON_013,296,293.208696,0.838173
BAKON_572,299,747.30172,1.695092
BAKON_121,295,166.705825,0.504143
BAKON_554,299,279.566942,0.729668
BAKON_083,301,561.242295,1.33728
BAKON_122,270,149.037764,0.533306
BAKON_390,296,193.759959,0.592938
BAKON_353,294,507.097771,1.371717
BAKON_234,298,646.608517,1.546062
BAKON_132,295,165.794263,0.501631
BAKON_113,294,3.114381,0.010584
BAKON_270,294,168.515415,0.509574
BAKON_112,294,3.114381,0.010584
BAKON_035,298,296.592352,0.812547
BAKON_127,298,488.333945,1.221375
BAKON_277,301,469.437562,1.249978
BAKON_334,291,48.768095,0.163015
BAKON_343,292,1.920719,0.006641
BAKON_326,297,268.294248,0.719428
BAKON_126,300,429.455925,1.074691
BAKON_038,222,116.915371,0.608884
BAKON_096,305,1699.123045,3.618771
BAKON_105,293,84.420371,0.282038
BAKON_178,298,366.656032,0.947891
BAKON_162,297,327.112107,0.881227
BAKON_449,294,42.972581,0.143906
BAKON_522,296,74.570656,0.240112
BAKON_359,294,238.301668,0.744247
BAKON_373,298,183.041386,0.531973
BAKON_512,299,130.970491,0.402248
BAKON_548,294,150.898214,0.430902
BAKON_327,291,897.291085,2.147742
BAKON_213,297,189.717399,0.557259
BAKON_056,299,250.230128,0.696126
BAKON_269,298,218.181216,0.632841
BAKON_381,297,181.70205,0.532017
BAKON_190,298,377.517032,0.884234
BAKON_021,298,249.335146,0.703064
BAKON_267,286,161.220537,0.514631
BAKON_403,302,544.702331,1.397641
BAKON_172,300,414.23604,1.053198
BAKON_003,299,269.584571,0.752709
BAKON_341,292,72.066566,0.229154
BAKON_571,299,749.203126,1.697902
BAKON_570,300,697.724537,1.607773
BAKON_413,289,74.392656,0.251586
BAKON_065,296,333.925886,0.822458
BAKON_582,295,141.922584,0.432292
BAKON_328,294,263.520999,0.72241
BAKON_550,292,58.513658,0.184501
BAKON_450,296,436.979811,1.030979
BAKON_183,295,119.442824,0.360452
BAKON_557,291,51.186597,0.166093
BAKON_507,297,108.439187,0.341949
BAKON_501,297,243.954694,0.731151
BAKON_125,298,292.647584,0.776253
BAKON_087,302,725.881356,1.684659
BAKON_182,300,417.232389,0.96354
BAKON_587,298,483.556326,1.315588
BAKON_191,299,360.047564,0.844014
BAKON_537,298,257.477439,0.689737
BAKON_059,301,475.825441,1.07978
BAKON_594,295,430.332056,1.263382
BAKON_209,297,2042.193621,4.255303
BAKON_529,296,81.718958,0.256967
BAKON_032,295,225.838829,0.660158
BAKON_560,297,216.528797,0.619565
BAKON_184,302,458.11436,1.002708
BAKON_383,297,272.40335,0.776556
BAKON_023,292,95.892851,0.312817
BAKON_039,297,134.35172,0.406822
BAKON_551,296,191.765676,0.533928
BAKON_258,301,850.216893,1.985991
BAKON_329,295,194.185584,0.567311
BAKON_161,295,228.243547,0.644436
BAKON_203,295,298.232169,0.834013
BAKON_533,293,189.641166,0.570527
BAKON_445,293,139.59229,0.407643
BAKON_005,295,318.696616,0.888324
BAKON_405,300,361.562832,0.988168
BAKON_584,294,226.349668,0.680816
BAKON_077,298,581.830783,1.588456
BAKON_049,297,428.57126,1.255754
BAKON_211,300,792.338211,1.974702
BAKON_248,296,147.975137,0.462442
BAKON_355,297,517.513574,1.369964
BAKON_150,297,277.307523,0.803904
BAKON_174,295,403.679574,1.061624
BAKON_454,296,341.851233,0.822692
BAKON_309,294,108.966936,0.330282
BAKON_102,297,507.01431,1.405758
BAKON_264,294,3.114381,0.010584
BAKON_503,294,106.387488,0.342943
BAKON_055,297,185.289984,0.535683
BAKON_200,295,65.914232,0.212667
BAKON_142,304,1169.759615,2.790103
BAKON_312,284,49.102104,0.177229
BAKON_398,300,509.896705,1.318978
BAKON_337,294,120.108827,0.362942
BAKON_062,300,579.737584,1.274647
BAKON_022,295,244.754697,0.704833
BAKON_604,295,289.801183,0.814561
BAKON_198,297,126.481143,0.375691
BAKON_470,304,939.674946,2.353776
BAKON_085,300,552.075209,1.325246
BAKON_014,293,226.658089,0.689218
BAKON_058,294,104.408714,0.324789
BAKON_500,293,265.337052,0.818321
BAKON_037,299,251.073209,0.698485
BAKON_034,291,288.344016,0.824351
BAKON_199,300,473.894689,1.163456
BAKON_307,300,918.195222,2.235174
BAKON_169,295,112.713281,0.334369
BAKON_060,296,72.983144,0.231413
BAKON_287,291,38.877145,0.133884
BAKON_235,297,794.848713,1.817915
BAKON_494,292,53.859276,0.183226
BAKON_526,294,50.644151,0.167756
BAKON_593,292,1.920719,0.006641
BAKON_157,301,650.838815,1.598214
BAKON_435,298,445.347865,1.28334
BAKON_107,295,409.60046,1.180899
BAKON_589,293,137.545909,0.435834
BAKON_384,294,120.137313,0.367064
BAKON_002,299,269.584571,0.752709
BAKON_225,293,2.74617,0.009407
BAKON_357,295,96.780187,0.318924
BAKON_237,297,287.803416,0.761912
BAKON_585,298,307.188259,0.860177
BAKON_226,298,1200.191525,3.101604
BAKON_385,301,379.681772,1.009567
BAKON_393,299,247.60191,0.722898
BAKON_547,294,43.531285,0.144597
BAKON_135,294,167.069542,0.491489
BAKON_521,297,70.276096,0.225329
BAKON_378,297,182.020215,0.53287
BAKON_189,299,378.33216,0.881019
BAKON_057,299,342.777202,0.920847
BAKON_154,299,290.495563,0.784797
BAKON_433,302,1379.601782,3.032887
BAKON_204,301,594.285803,1.393129
BAKON_029,293,287.342819,0.819929
BAKON_153,299,281.674322,0.803077
BAKON_324,299,666.586157,1.635771
BAKON_063,298,368.245423,0.886664
BAKON_616,293,150.757407,0.46896
BAKON_559,296,215.390659,0.620972
BAKON_446,299,680.560421,1.634809
BAKON_301,300,1525.290963,2.718293
BAKON_517,295,99.717795,0.319554
BAKON_487,296,451.051515,1.328443
BAKON_020,294,134.880956,0.412388
BAKON_567,296,279.735314,0.83119
BAKON_009,297,227.923793,0.6527
BAKON_442,300,622.189661,1.514298
BAKON_493,295,176.131067,0.56871
BAKON_133,290,829.207246,2.031842
BAKON_253,300,736.384913,1.836572
BAKON_464,295,131.696686,0.407679
BAKON_514,298,129.726549,0.401632
BAKON_233,296,273.466924,0.756721
BAKON_053,297,135.414623,0.406682
BAKON_520,295,68.4358,0.223143
BAKON_156,297,214.352462,0.631766
BAKON_588,295,216.454125,0.644819
BAKON_052,297,135.502142,0.4067
BAKON_185,300,454.943822,1.007203
BAKON_284,298,322.091094,0.926064
BAKON_605,290,1.646256,0.005775
