Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,31,86.768247,3.243023
BAKON_590,32,94.266712,3.51605
BAKON_561,43,257.940769,5.586503
BAKON_550,28,15.444981,0.687098
BAKON_544,37,162.339784,4.727277
BAKON_486,34,236.695094,6.767804
BAKON_468,30,57.939487,2.181211
BAKON_453,31,90.857346,3.523316
BAKON_441,29,50.27281,1.894391
BAKON_439,28,21.025446,0.935419
BAKON_424,30,160.080835,5.922639
BAKON_397,43,340.73622,7.744028
BAKON_388,31,52.805452,2.08602
BAKON_354,39,563.601509,10.672931
BAKON_323,31,109.591457,3.738952
BAKON_318,33,145.523108,4.69674
BAKON_316,31,123.360131,4.4705
BAKON_288,27,45.259108,1.999663
BAKON_257,34,177.548764,5.57358
BAKON_229,27,14.135568,0.655922
BAKON_193,40,246.962295,6.310008
BAKON_149,31,113.507155,4.183752
BAKON_061,33,60.767662,2.195205
BAKON_056,41,239.105945,6.149821
BAKON_050,29,18.495585,0.789956
BAKON_048,39,150.755878,4.123825
BAKON_024,31,49.636344,1.961266
BAKON_002,289,222.887235,0.689297
BAKON_003,298,232.901895,0.678401
BAKON_004,297,231.348557,0.678508
BAKON_005,299,307.906246,0.821355
BAKON_006,22,118.609389,7.185629
BAKON_007,298,496.685039,1.284273
BAKON_008,298,303.213716,0.817328
BAKON_009,291,162.055128,0.516762
BAKON_010,24,190.683564,10.229331
BAKON_011,295,57.003719,0.185517
BAKON_012,52,202.677128,4.305841
BAKON_585,177,189.967736,1.463669
BAKON_279,296,66.066558,0.214645
BAKON_557,294,52.287316,0.16544
BAKON_594,296,359.924527,1.037556
BAKON_398,302,440.006959,1.170731
BAKON_269,294,158.87159,0.503821
BAKON_019,296,207.092047,0.635046
BAKON_306,301,1021.626254,2.420485
BAKON_560,296,55.354315,0.171905
BAKON_350,296,184.199897,0.527228
BAKON_508,301,184.757557,0.553431
BAKON_102,300,635.986888,1.687288
BAKON_239,294,167.447371,0.497833
BAKON_226,296,911.322881,2.372444
BAKON_526,295,50.293277,0.164801
BAKON_160,300,441.555243,1.132356
BAKON_270,296,72.654545,0.233131
BAKON_125,297,290.605481,0.804469
BAKON_465,301,495.079295,1.318781
BAKON_190,301,337.804609,0.914571
BAKON_103,296,84.437312,0.272573
BAKON_403,297,330.641918,0.930962
BAKON_196,302,431.604224,1.038326
BAKON_336,292,62.024182,0.205399
BAKON_204,300,497.0326,1.242122
BAKON_359,297,233.1413,0.712586
BAKON_527,297,53.531115,0.171992
BAKON_536,297,268.275915,0.776327
BAKON_272,298,323.228222,0.874702
BAKON_392,299,264.623484,0.768865
BAKON_337,299,921.857393,2.351415
BAKON_443,299,894.084417,2.129972
BAKON_535,298,165.122758,0.492704
BAKON_344,298,572.175685,1.428493
BAKON_582,297,270.365296,0.809035
BAKON_276,303,642.297406,1.565886
BAKON_353,296,174.569711,0.504746
BAKON_462,296,502.120916,1.457969
BAKON_477,269,314.484388,1.125085
BAKON_519,297,107.84206,0.342705
BAKON_059,300,326.371292,0.93886
BAKON_113,294,4.155034,0.014119
BAKON_328,298,364.591499,0.931545
BAKON_437,302,1195.460877,2.579943
BAKON_611,298,530.891481,1.507051
BAKON_018,297,207.921913,0.633138
BAKON_112,294,2.197162,0.007506
BAKON_593,296,44.725262,0.147744
BAKON_379,299,324.909827,0.874481
BAKON_083,298,551.658897,1.379239
BAKON_260,300,439.393454,1.223214
BAKON_077,295,360.527025,1.07265
BAKON_063,301,464.38,1.054224
BAKON_554,295,227.318586,0.663852
BAKON_169,295,4.233054,0.014285
BAKON_277,295,578.048179,1.515425
BAKON_404,297,166.858829,0.503788
BAKON_055,298,292.496062,0.851772
BAKON_132,297,208.680092,0.596149
BAKON_172,299,553.610221,1.438681
BAKON_450,297,367.643476,0.927586
BAKON_558,296,230.351663,0.665357
BAKON_253,301,581.493746,1.546213
BAKON_446,299,765.206512,1.762587
BAKON_387,297,172.415627,0.537076
BAKON_040,298,127.917958,0.386979
BAKON_445,295,82.811241,0.252662
BAKON_547,296,97.503636,0.308386
BAKON_082,302,626.793791,1.513194
BAKON_162,295,86.212465,0.269089
BAKON_209,303,978.72374,2.016604
BAKON_516,295,107.480391,0.346006
BAKON_085,302,607.157423,1.449433
BAKON_153,300,280.209811,0.746558
BAKON_212,299,448.472682,1.146611
BAKON_282,293,32.316785,0.109852
BAKON_273,299,326.015069,0.876087
BAKON_589,297,281.30412,0.826911
BAKON_258,298,550.798588,1.476438
BAKON_567,297,491.014211,1.294285
BAKON_211,301,1726.563598,2.333127
BAKON_014,293,2.104745,0.007241
BAKON_317,302,815.347014,2.079688
BAKON_587,299,506.761143,1.371937
BAKON_493,293,40.979314,0.139323
BAKON_267,297,105.021904,0.329716
BAKON_021,298,316.955925,0.905773
BAKON_261,299,234.06753,0.692913
BAKON_199,299,436.422369,1.089868
BAKON_521,244,63.102121,0.299802
BAKON_506,299,157.50778,0.486033
BAKON_514,300,184.173914,0.555389
BAKON_425,303,1377.921152,2.573652
BAKON_197,296,151.287183,0.456432
BAKON_534,298,165.122758,0.492704
BAKON_184,304,734.20803,1.678541
BAKON_122,297,159.351591,0.478962
BAKON_499,298,224.078402,0.694519
BAKON_616,297,282.180447,0.816466
BAKON_394,299,264.016021,0.768135
