Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,27,24.924959,1.210326
BAKON_615,26,20.16384,1.023265
BAKON_563,27,35.979716,1.722745
BAKON_561,39,199.581819,5.159269
BAKON_540,31,83.004442,3.324586
BAKON_453,27,69.743193,3.241739
BAKON_431,27,151.440412,5.594209
BAKON_424,26,63.427989,2.220413
BAKON_397,38,178.472541,4.746998
BAKON_396,37,172.848119,4.741531
BAKON_388,27,48.412813,2.317619
BAKON_361,24,34.653597,1.828529
BAKON_356,24,7.103808,0.397074
BAKON_354,34,354.049199,9.8787
BAKON_257,30,171.48907,6.300501
BAKON_220,23,6.11656,0.359307
BAKON_217,25,28.44885,1.490636
BAKON_210,34,270.197634,7.537736
BAKON_138,38,222.596721,5.300779
BAKON_124,35,138.011331,4.185596
BAKON_066,29,103.158157,4.134072
BAKON_048,38,143.566655,4.352352
BAKON_012,31,99.806397,3.608359
BAKON_002,294,150.75362,0.445082
BAKON_003,292,147.540323,0.443227
BAKON_004,295,151.780266,0.444835
BAKON_005,292,232.308533,0.622936
BAKON_006,23,65.511567,3.768347
BAKON_007,295,375.760782,0.954867
BAKON_008,296,375.865809,0.950947
BAKON_009,291,146.570616,0.443038
BAKON_010,13,0.530556,0.36046
BAKON_011,293,91.063504,0.277869
BAKON_534,171,86.12334,0.71007
BAKON_309,290,150.097321,0.465241
BAKON_557,295,152.923505,0.44258
BAKON_400,300,457.66681,1.199814
BAKON_586,292,299.992999,0.873418
BAKON_052,296,146.870187,0.458925
BAKON_537,296,265.619219,0.72122
BAKON_373,298,483.414035,1.150592
BAKON_230,295,298.627228,0.808939
BAKON_528,294,72.853287,0.234456
BAKON_101,296,298.111479,0.870889
BAKON_020,295,237.837606,0.679644
BAKON_298,293,109.854152,0.356543
BAKON_538,294,139.563093,0.422166
BAKON_154,297,416.941785,1.089756
BAKON_377,298,281.537837,0.78993
BAKON_362,280,187.194335,0.651314
BAKON_147,297,437.861065,1.169503
BAKON_471,299,677.844596,1.818409
BAKON_556,296,195.480991,0.567442
BAKON_250,290,63.339291,0.212033
BAKON_527,293,71.931316,0.233366
BAKON_269,295,259.782589,0.764139
BAKON_338,300,789.390009,1.65313
BAKON_547,289,3.721218,0.012968
BAKON_204,298,538.070393,1.388051
BAKON_159,298,786.564649,1.931151
BAKON_121,295,193.544051,0.585248
BAKON_499,297,346.347212,1.01981
BAKON_205,299,647.866699,1.604033
BAKON_559,296,250.457024,0.700256
BAKON_564,293,74.071792,0.242986
BAKON_402,299,419.620187,1.120408
BAKON_213,293,110.190827,0.360261
BAKON_287,290,57.00908,0.190712
BAKON_582,291,45.967261,0.15408
BAKON_248,293,135.482734,0.427579
BAKON_266,291,41.897839,0.140497
BAKON_196,300,811.339916,1.798897
BAKON_226,293,270.296574,0.861668
BAKON_034,295,269.131939,0.748394
BAKON_267,294,173.843712,0.535037
BAKON_567,161,272.280151,2.045715
BAKON_189,299,559.323407,1.365299
BAKON_525,291,71.661819,0.235529
BAKON_161,293,367.277447,1.006911
BAKON_351,294,224.389509,0.644232
BAKON_522,295,98.365119,0.31074
BAKON_334,283,57.311212,0.197615
BAKON_133,300,695.102834,1.635351
BAKON_343,299,735.376488,1.638386
BAKON_584,292,120.829031,0.379467
BAKON_295,291,96.001068,0.326163
BAKON_508,295,171.886069,0.534692
BAKON_028,295,306.252092,0.8453
BAKON_082,295,667.96435,1.548755
BAKON_111,290,229.871843,0.784854
BAKON_035,297,274.044043,0.749494
BAKON_312,293,113.443823,0.349889
BAKON_598,291,3.107051,0.010698
BAKON_588,292,121.053454,0.380242
BAKON_036,298,317.325294,0.853206
BAKON_013,294,310.428474,0.813159
BAKON_536,295,208.290323,0.611623
BAKON_374,299,529.324173,1.239278
BAKON_190,299,508.458091,1.264917
BAKON_433,298,1695.038778,3.766335
BAKON_478,305,1504.191887,3.404694
BAKON_229,293,212.796387,0.631853
BAKON_435,296,569.75332,1.489076
BAKON_542,295,148.887607,0.439143
BAKON_524,292,71.723703,0.234209
BAKON_324,294,263.754486,0.74814
BAKON_441,291,94.854198,0.316254
BAKON_515,296,139.46142,0.435339
BAKON_589,290,75.406275,0.246939
BAKON_156,294,301.403075,0.833529
BAKON_057,298,445.927055,1.220578
BAKON_077,292,130.957328,0.43523
BAKON_393,298,391.565877,1.073464
BAKON_260,300,747.408162,1.85096
BAKON_038,296,224.957445,0.637172
BAKON_130,301,664.284579,1.565039
BAKON_446,296,708.534737,1.436724
BAKON_442,293,143.137137,0.462362
BAKON_462,290,720.953546,1.819547
BAKON_150,294,271.244028,0.761193
BAKON_551,298,559.672895,1.39094
BAKON_569,298,756.966547,1.831224
BAKON_568,293,122.149527,0.389912
BAKON_183,294,210.478929,0.639338
BAKON_510,298,176.319732,0.536144
BAKON_449,289,62.310866,0.210425
BAKON_199,297,717.04001,1.7035
BAKON_258,302,902.021344,2.137558
BAKON_080,296,483.859123,1.230675
BAKON_405,298,299.255317,0.831783
BAKON_473,298,479.777468,1.341719
BAKON_040,295,157.193334,0.478564
BAKON_558,292,242.700297,0.698375
BAKON_123,296,237.116624,0.68329
BAKON_327,295,520.873529,1.345043
BAKON_521,296,101.369137,0.3208
BAKON_316,282,152.583292,0.518963
BAKON_087,297,746.527523,1.641872
BAKON_530,296,164.880226,0.486132
