Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,289,47.026787,0.158312
BAKON_014,289,3.744482,0.012927
BAKON_437,298,1304.108714,2.973182
BAKON_345,289,85.820143,0.282389
BAKON_377,297,755.630188,1.832429
BAKON_537,290,298.100748,0.904946
BAKON_510,292,130.34097,0.410208
BAKON_133,298,637.740785,1.551579
BAKON_398,295,397.622041,1.12278
BAKON_196,296,465.679826,1.187813
BAKON_083,295,440.595152,1.171856
BAKON_462,292,287.277194,0.823942
BAKON_343,295,984.655831,2.40498
BAKON_571,294,573.946014,1.38542
BAKON_407,287,128.157588,0.420163
BAKON_525,290,44.371767,0.148503
BAKON_320,293,366.486803,1.074981
BAKON_448,157,114.596844,1.066976
BAKON_373,299,1043.452585,2.302766
BAKON_475,296,688.089219,1.712872
BAKON_032,294,212.386744,0.615587
BAKON_531,291,76.210432,0.245225
BAKON_113,287,1.988877,0.006999
BAKON_570,295,469.567095,1.146869
BAKON_413,288,68.472016,0.232733
BAKON_185,295,414.110995,0.993465
BAKON_450,294,626.771792,1.690062
BAKON_328,289,244.678173,0.716524
BAKON_145,291,84.322574,0.277926
BAKON_529,290,22.997731,0.077904
BAKON_503,294,148.861181,0.45956
BAKON_272,296,377.547674,1.036149
BAKON_199,297,727.978987,1.798609
BAKON_237,291,218.022076,0.656294
BAKON_519,284,97.502686,0.328772
BAKON_598,290,132.019097,0.431691
BAKON_455,293,786.637337,2.260727
BAKON_544,289,55.573819,0.184871
BAKON_356,294,804.014433,2.28361
BAKON_060,289,39.693885,0.134624
BAKON_393,294,193.0663,0.587473
BAKON_112,291,1123.589885,3.264507
BAKON_547,288,2.816905,0.00982
BAKON_344,293,791.026096,2.034463
BAKON_465,291,341.377755,0.968553
BAKON_536,291,129.449158,0.403177
BAKON_225,290,461.933895,1.297851
BAKON_564,288,34.973479,0.119821
BAKON_260,294,348.427141,0.968176
BAKON_261,294,245.018872,0.704232
BAKON_254,290,65.73449,0.218086
BAKON_504,290,143.65605,0.457833
BAKON_487,294,488.348749,1.367191
BAKON_300,288,2.816905,0.00982
BAKON_405,296,371.697018,1.050198
BAKON_054,289,38.366356,0.130047
BAKON_147,294,255.541281,0.760164
BAKON_538,288,20.972526,0.072404
BAKON_130,295,588.677847,1.478671
BAKON_359,291,154.016505,0.49901
BAKON_425,295,1110.757701,3.013158
BAKON_520,290,70.593701,0.233959
BAKON_087,297,468.538286,1.208004
BAKON_614,291,286.499201,0.801291
BAKON_526,289,43.765215,0.147664
BAKON_337,294,865.70989,2.052183
BAKON_493,291,92.543665,0.306155
BAKON_357,288,62.180229,0.212502
BAKON_386,292,264.545817,0.805284
BAKON_104,292,418.791992,1.183177
BAKON_203,293,346.440616,0.960097
BAKON_443,294,534.39613,1.478689
BAKON_392,292,188.39119,0.58354
BAKON_153,295,404.517906,1.086408
BAKON_267,294,226.018705,0.645735
BAKON_008,286,308.657436,0.942028
