Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,294,38.030719,0.125715
BAKON_082,214,376.998807,1.653149
BAKON_103,297,190.780179,0.546966
BAKON_550,295,247.197443,0.712255
BAKON_445,294,47.670392,0.160095
BAKON_373,300,656.966798,1.490247
BAKON_282,298,863.741352,2.322517
BAKON_295,293,2.179576,0.00748
BAKON_464,298,336.438306,0.932725
BAKON_047,297,194.954101,0.601743
BAKON_264,295,38.602416,0.125955
BAKON_287,294,38.924481,0.130767
BAKON_014,296,129.469227,0.399164
BAKON_570,300,781.89912,1.868176
BAKON_117,292,1.79541,0.006212
BAKON_551,298,251.80813,0.709332
BAKON_084,301,570.012215,1.341529
BAKON_121,270,152.402097,0.537167
BAKON_390,297,211.564235,0.645159
BAKON_344,296,929.785064,2.442084
BAKON_234,300,769.378669,1.769239
BAKON_130,299,548.49512,1.366047
BAKON_112,294,3.052787,0.010379
BAKON_269,294,160.650669,0.483447
BAKON_111,297,1002.859364,1.653479
BAKON_038,293,56.792204,0.188586
BAKON_126,297,384.087396,0.982378
BAKON_273,299,263.327098,0.738094
BAKON_327,294,267.485863,0.71402
BAKON_338,297,638.079601,1.6093
BAKON_319,302,835.271955,2.015182
BAKON_125,299,286.321478,0.772449
BAKON_045,218,22.824376,0.137665
BAKON_098,301,883.415974,2.012716
BAKON_104,298,877.045173,1.598376
BAKON_178,300,622.867279,1.544087
BAKON_160,301,689.696313,1.634874
BAKON_452,298,453.849013,1.189203
BAKON_520,296,73.321138,0.237662
BAKON_355,296,464.039065,1.376427
BAKON_361,298,463.133857,1.324013
BAKON_508,299,140.465233,0.426106
BAKON_544,293,101.652753,0.331469
BAKON_320,288,288.880679,0.928566
BAKON_213,297,134.97957,0.410492
BAKON_056,298,290.533125,0.829554
BAKON_267,297,163.999494,0.482895
BAKON_378,299,370.293602,0.986681
BAKON_191,296,215.796044,0.605491
BAKON_022,300,370.268293,0.991084
BAKON_266,286,155.652185,0.494491
BAKON_403,302,469.93376,1.240107
BAKON_169,294,3.052787,0.010379
BAKON_003,300,286.299521,0.795472
BAKON_334,292,43.500001,0.146764
